airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Spicejet,2019-05-06,Chennai,Kolkata,17:45:00,20:05:00,140,0,No info,3597
Jet Airways,2019-03-09,Delhi,Cochin,16:00:00,18:50:00,1610,1 ,No info,16289
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,19:00:00,810,2 ,In-flight meal not included,10368
Jet Airways,2019-06-27,Delhi,Cochin,10:00:00,19:00:00,540,1 ,No info,14714
Air India,2019-03-15,Kolkata,Banglore,14:15:00,16:45:00,150,0,No info,5170
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,08:15:00,665,1 ,In-flight meal not included,7757
Indigo,2019-04-15,Delhi,Cochin,14:25:00,17:40:00,195,0,No info,6015
Air India,2019-06-09,Banglore,Delhi,17:00:00,19:45:00,165,0,No info,7171
Jet Airways,2019-06-12,Banglore,Delhi,07:10:00,10:10:00,180,0,No info,8016
Spicejet,2019-05-27,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Air India,2019-03-03,Delhi,Cochin,09:45:00,23:00:00,795,1 ,No info,27282
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,04:40:00,730,1 ,No info,14781
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,16:10:00,550,1 ,No info,12284
Jet Airways,2019-06-27,Delhi,Cochin,08:10:00,12:35:00,1705,2 ,No info,14300
Air India,2019-06-09,Kolkata,Banglore,16:50:00,13:45:00,1255,2 ,No info,11752
Jet Airways,2019-05-21,Delhi,Cochin,11:30:00,19:00:00,450,1 ,In-flight meal not included,12898
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,10:25:00,695,1 ,In-flight meal not included,11087
Air Asia,2019-04-27,Banglore,Delhi,23:55:00,02:45:00,170,0,No info,3383
Vistara,2019-03-24,Kolkata,Banglore,17:00:00,22:10:00,1750,1 ,No info,12102
Jet Airways,2019-04-27,Banglore,Delhi,19:50:00,22:50:00,180,0,No info,7229
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,19:10:00,575,1 ,In-flight meal not included,13469
Multiple Carriers,2019-06-27,Delhi,Cochin,08:45:00,21:00:00,735,1 ,No info,7005
Indigo,2019-06-21,Kolkata,Banglore,22:15:00,00:50:00,155,0,No info,4804
Indigo,2019-06-27,Chennai,Kolkata,22:05:00,00:25:00,140,0,No info,5277
Indigo,2019-05-18,Delhi,Cochin,10:35:00,21:00:00,625,1 ,No info,7503
Indigo,2019-03-09,Kolkata,Banglore,09:35:00,12:20:00,165,0,No info,4148
Spicejet,2019-03-27,Kolkata,Banglore,06:55:00,09:35:00,160,0,No check-in baggage included,3815
Indigo,2019-04-12,Banglore,Delhi,04:00:00,06:50:00,170,0,No info,4423
Jet Airways,2019-03-21,Delhi,Cochin,02:15:00,18:50:00,995,1 ,No info,12719
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,09:45:00,1450,1 ,No info,10953
Vistara,2019-03-03,Banglore,New Delhi,21:10:00,00:05:00,175,0,No info,7608
Indigo,2019-03-21,Delhi,Cochin,06:40:00,21:00:00,860,1 ,No info,8784
Multiple Carriers,2019-03-09,Delhi,Cochin,07:30:00,19:45:00,735,1 ,No info,12615
Air India,2019-05-01,Kolkata,Banglore,09:25:00,18:20:00,535,2 ,No info,8366
Multiple Carriers,2019-03-27,Delhi,Cochin,04:45:00,19:15:00,870,1 ,No info,7574
Jet Airways,2019-03-06,Delhi,Cochin,17:30:00,19:45:00,1575,1 ,No info,17024
Spicejet,2019-05-03,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Air Asia,2019-03-01,Kolkata,Banglore,10:20:00,12:55:00,155,0,No info,5620
Multiple Carriers,2019-06-24,Delhi,Cochin,17:50:00,01:30:00,460,2 ,No info,18275
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,19:00:00,810,2 ,No info,13292
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,16:20:00,475,1 ,No info,14781
Vistara,2019-06-12,Kolkata,Banglore,17:00:00,20:20:00,1640,1 ,No info,8085
Indigo,2019-06-09,Delhi,Cochin,16:00:00,01:30:00,570,1 ,No info,6316
Multiple Carriers,2019-03-27,Delhi,Cochin,09:10:00,19:15:00,605,1 ,No info,10667
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,19:10:00,575,1 ,In-flight meal not included,13994
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,20:40:00,405,1 ,In-flight meal not included,11134
Jet Airways,2019-03-15,Mumbai,Hyderabad,07:10:00,08:35:00,85,0,No info,8040
Air Asia,2019-03-15,Banglore,New Delhi,05:50:00,08:40:00,170,0,No info,5615
Air India,2019-03-24,Banglore,New Delhi,21:05:00,23:55:00,170,0,No info,4441
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,10:25:00,1220,1 ,No info,20800
Multiple Carriers,2019-03-06,Delhi,Cochin,13:00:00,21:00:00,480,1 ,No info,15603
Multiple Carriers,2019-06-06,Delhi,Cochin,10:00:00,21:00:00,660,1 ,No info,7933
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,07:40:00,885,1 ,No info,13817
Indigo,2019-05-27,Delhi,Cochin,06:50:00,22:30:00,940,1 ,No info,6674
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,08:15:00,665,1 ,In-flight meal not included,8586
Indigo,2019-06-12,Kolkata,Banglore,21:00:00,02:15:00,315,1 ,No info,5930
Air India,2019-03-21,Delhi,Cochin,05:15:00,19:15:00,2280,3 ,No info,9128
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,15:15:00,570,1 ,In-flight meal not included,9134
Indigo,2019-06-03,Delhi,Cochin,02:00:00,07:25:00,325,1 ,No info,5636
Air Asia,2019-06-09,Delhi,Cochin,16:45:00,22:25:00,340,1 ,No info,13470
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,12:00:00,330,1 ,In-flight meal not included,8586
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,23:25:00,900,1 ,In-flight meal not included,10031
Indigo,2019-03-24,Kolkata,Banglore,17:35:00,22:15:00,280,1 ,No info,6933
Indigo,2019-05-06,Kolkata,Banglore,09:20:00,14:15:00,295,1 ,No info,11319
Air India,2019-04-18,Banglore,Delhi,17:00:00,19:45:00,165,0,No info,6121
Indigo,2019-04-06,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,4591
Multiple Carriers,2019-05-24,Delhi,Cochin,14:55:00,22:30:00,455,1 ,No info,7740
Multiple Carriers,2019-05-09,Delhi,Cochin,17:30:00,01:30:00,480,1 ,No info,15078
Spicejet,2019-03-24,Banglore,New Delhi,05:45:00,08:35:00,170,0,No check-in baggage included,4273
Jet Airways,2019-06-06,Delhi,Cochin,14:35:00,04:25:00,830,2 ,No info,13376
Indigo,2019-06-03,Kolkata,Banglore,09:35:00,12:10:00,155,0,No info,4804
Indigo,2019-06-15,Banglore,Delhi,10:30:00,13:20:00,170,0,No info,3943
Indigo,2019-03-27,Delhi,Cochin,07:30:00,13:20:00,350,1 ,No info,8227
Multiple Carriers,2019-03-27,Delhi,Cochin,17:45:00,01:35:00,470,1 ,No info,7845
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,12:35:00,1505,1 ,In-flight meal not included,12373
Air India,2019-05-01,Kolkata,Banglore,16:45:00,21:05:00,1700,1 ,No info,7452
Air India,2019-06-06,Delhi,Cochin,13:20:00,19:15:00,1795,2 ,No info,12961
Indigo,2019-03-09,Delhi,Cochin,06:40:00,21:20:00,880,2 ,No info,8146
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,09:45:00,1450,1 ,No info,12121
Air India,2019-05-06,Banglore,Delhi,17:00:00,19:45:00,165,0,No info,5228
Indigo,2019-04-03,Banglore,Delhi,18:25:00,21:20:00,175,0,No info,4823
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,10:05:00,775,1 ,In-flight meal not included,7757
Jet Airways,2019-06-27,Delhi,Cochin,14:35:00,12:35:00,1320,2 ,No info,13376
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,19:50:00,685,1 ,No info,14781
Spicejet,2019-03-24,Chennai,Kolkata,09:30:00,12:05:00,155,0,No info,3859
Multiple Carriers,2019-05-09,Delhi,Cochin,11:40:00,19:15:00,455,1 ,No info,8266
Multiple Carriers,2019-06-06,Delhi,Cochin,10:35:00,19:15:00,520,1 ,No info,7354
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,04:25:00,1105,1 ,In-flight meal not included,11627
Air Asia,2019-06-06,Kolkata,Banglore,07:35:00,19:25:00,710,1 ,No info,6810
Jet Airways,2019-05-09,Banglore,Delhi,07:10:00,10:10:00,180,0,No info,7229
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,12:00:00,1655,1 ,No info,13759
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,18:15:00,705,1 ,No info,14571
Air India,2019-04-09,Delhi,Cochin,05:55:00,19:15:00,2240,2 ,No info,7711
Indigo,2019-05-27,Delhi,Cochin,04:55:00,21:00:00,965,1 ,No info,8784
Vistara,2019-05-24,Kolkata,Banglore,17:00:00,20:20:00,1640,1 ,No info,9870
Air India,2019-04-21,Delhi,Cochin,14:10:00,17:10:00,180,0,No info,6934
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,19:00:00,300,1 ,No info,14714
Indigo,2019-06-12,Kolkata,Banglore,07:10:00,12:40:00,330,1 ,No info,4864
Indigo,2019-03-06,Chennai,Kolkata,22:05:00,00:25:00,140,0,No info,5277
Spicejet,2019-05-01,Chennai,Kolkata,09:45:00,12:00:00,135,0,No info,3597
Jet Airways,2019-03-21,Delhi,Cochin,16:10:00,18:50:00,1600,2 ,In-flight meal not included,8728
Jet Airways,2019-06-12,Banglore,Delhi,17:45:00,20:45:00,180,0,No info,8016
Air Asia,2019-06-12,Kolkata,Banglore,07:35:00,19:25:00,710,1 ,No info,5192
Air India,2019-05-15,Delhi,Cochin,06:50:00,07:40:00,1490,2 ,No info,14431
Multiple Carriers,2019-05-01,Delhi,Cochin,09:00:00,19:15:00,615,1 ,No info,15373
Jet Airways,2019-05-18,Delhi,Cochin,11:00:00,14:15:00,195,0,No info,9564
Indigo,2019-06-27,Banglore,Delhi,13:00:00,15:50:00,170,0,No info,3943
Jet Airways,2019-04-09,Banglore,Delhi,07:10:00,10:10:00,180,0,No info,7229
Air India,2019-05-09,Delhi,Cochin,14:25:00,19:15:00,1730,2 ,No info,13591
Multiple Carriers,2019-06-27,Delhi,Cochin,10:00:00,21:00:00,660,1 ,No info,7408
Indigo,2019-05-01,Banglore,Delhi,06:05:00,08:50:00,165,0,No info,4423
Indigo,2019-05-27,Banglore,Delhi,18:25:00,21:20:00,175,0,No info,4823
Spicejet,2019-06-09,Chennai,Kolkata,09:45:00,12:00:00,135,0,No info,3597
Jet Airways,2019-05-21,Delhi,Cochin,13:00:00,04:25:00,925,1 ,In-flight meal not included,12898
Indigo,2019-03-03,Delhi,Cochin,02:05:00,07:25:00,320,1 ,No info,10394
Air Asia,2019-03-18,Kolkata,Banglore,19:35:00,22:05:00,150,0,No info,4384
Air India,2019-03-03,Banglore,New Delhi,13:20:00,16:10:00,170,0,No info,10216
Multiple Carriers,2019-03-21,Delhi,Cochin,11:30:00,01:35:00,845,1 ,No info,13542
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,11:25:00,1425,1 ,No info,25735
Jet Airways,2019-05-09,Delhi,Cochin,05:30:00,19:00:00,810,2 ,In-flight meal not included,13029
Indigo,2019-04-01,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,No info,2227
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,04:25:00,395,1 ,No info,15554
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,18:25:00,760,1 ,No info,12284
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,23:25:00,385,1 ,No info,9345
Jet Airways,2019-06-12,Banglore,Delhi,18:55:00,22:00:00,185,0,No info,8016
Spicejet,2019-05-18,Kolkata,Banglore,09:00:00,11:25:00,145,0,No info,4491
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,04:25:00,335,1 ,In-flight meal not included,10262
Multiple Carriers,2019-06-24,Delhi,Cochin,10:20:00,19:00:00,520,1 ,In-flight meal not included,10791
Jet Airways,2019-05-09,Delhi,Cochin,18:15:00,19:00:00,1485,1 ,In-flight meal not included,12373
Vistara,2019-03-18,Banglore,New Delhi,16:00:00,18:35:00,155,0,No info,11913
Air India,2019-03-09,Delhi,Cochin,05:15:00,19:15:00,2280,3 ,No info,15586
Multiple Carriers,2019-05-21,Delhi,Cochin,12:50:00,01:30:00,760,1 ,No info,7485
Spicejet,2019-06-03,Kolkata,Banglore,06:55:00,09:30:00,155,0,No info,3873
Indigo,2019-03-01,Kolkata,Banglore,22:10:00,00:55:00,165,0,No info,4778
Air India,2019-05-15,Kolkata,Banglore,17:30:00,20:25:00,1615,1 ,No info,10203
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,12:00:00,890,1 ,In-flight meal not included,10844
Air India,2019-03-06,Banglore,New Delhi,11:50:00,19:50:00,480,1 ,No info,14594
Jet Airways,2019-03-03,Mumbai,Hyderabad,02:55:00,04:25:00,90,0,No info,5678
Goair,2019-04-27,Delhi,Cochin,07:25:00,13:35:00,370,1 ,No info,5140
Air India,2019-05-21,Banglore,Delhi,05:45:00,08:45:00,180,0,No info,6961
Multiple Carriers,2019-03-06,Delhi,Cochin,14:35:00,22:20:00,465,1 ,In-flight meal not included,7563
Air India,2019-03-15,Banglore,New Delhi,13:50:00,22:10:00,500,1 ,No info,9166
Multiple Carriers,2019-06-24,Delhi,Cochin,06:00:00,12:35:00,395,1 ,No info,12524
Jet Airways,2019-06-15,Delhi,Cochin,11:30:00,04:25:00,1015,1 ,In-flight meal not included,10262
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,18:00:00,505,1 ,In-flight meal not included,13994
Jet Airways,2019-05-09,Delhi,Cochin,22:50:00,19:00:00,1210,1 ,In-flight meal not included,12373
Jet Airways,2019-06-09,Banglore,Delhi,08:20:00,11:20:00,180,0,No info,8016
Air India,2019-06-12,Delhi,Cochin,17:15:00,09:25:00,970,2 ,No info,9417
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,21:20:00,580,1 ,1 Long layover,27992
Jet Airways,2019-05-12,Kolkata,Banglore,14:05:00,19:50:00,345,1 ,In-flight meal not included,10844
Indigo,2019-03-03,Chennai,Kolkata,14:40:00,17:05:00,145,0,No info,7295
Jet Airways,2019-06-18,Mumbai,Hyderabad,08:45:00,10:15:00,90,0,No info,8040
Vistara,2019-06-18,Banglore,Delhi,11:30:00,14:20:00,170,0,No info,4668
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,19:15:00,705,1 ,No info,15077
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,19:00:00,1425,1 ,No info,14714
Jet Airways,2019-06-24,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,4256
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,18:50:00,680,1 ,No info,15135
Air India,2019-06-09,Kolkata,Banglore,09:10:00,13:15:00,245,1 ,No info,8996
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,18:15:00,590,1 ,No info,14571
Indigo,2019-04-24,Delhi,Cochin,06:50:00,12:10:00,320,1 ,No info,5298
Spicejet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175,0,No info,4377
Air India,2019-03-18,Banglore,New Delhi,17:00:00,19:45:00,165,0,No info,11633
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,23:25:00,1625,1 ,No info,8085
Indigo,2019-04-06,Kolkata,Banglore,17:15:00,19:50:00,155,0,No info,4174
Air India,2019-04-01,Delhi,Cochin,09:45:00,09:25:00,1420,1 ,No info,5117
Air India,2019-03-12,Banglore,New Delhi,06:45:00,20:35:00,830,1 ,No info,12127
Air India,2019-05-03,Banglore,Delhi,06:10:00,08:55:00,165,0,No info,5228
Indigo,2019-06-09,Banglore,Delhi,07:10:00,10:05:00,175,0,No info,4823
Vistara,2019-05-24,Chennai,Kolkata,17:45:00,20:05:00,140,0,No info,11982
Jet Airways,2019-06-03,Delhi,Cochin,05:30:00,19:00:00,810,2 ,No info,13014
Air India,2019-06-24,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No info,3100
Multiple Carriers,2019-06-01,Delhi,Cochin,09:45:00,22:30:00,765,1 ,No info,9646
Indigo,2019-06-27,Chennai,Kolkata,11:35:00,14:00:00,145,0,No info,3858
Jet Airways,2019-03-01,Banglore,New Delhi,18:40:00,09:30:00,890,1 ,1 Long layover,31825
Indigo,2019-06-27,Delhi,Cochin,18:35:00,01:30:00,415,1 ,No info,5883
Air Asia,2019-04-12,Kolkata,Banglore,19:55:00,22:25:00,150,0,No info,4409
Indigo,2019-04-09,Kolkata,Banglore,11:30:00,16:05:00,275,1 ,No info,4966
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,11:55:00,1795,2 ,No info,14219
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,19:45:00,1665,1 ,No info,12032
Jet Airways,2019-03-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,2228
Air India,2019-05-01,Kolkata,Banglore,09:50:00,23:15:00,805,2 ,No info,13227
Multiple Carriers,2019-05-18,Delhi,Cochin,08:00:00,21:00:00,780,1 ,No info,8073
Indigo,2019-04-24,Kolkata,Banglore,11:30:00,14:05:00,155,0,No info,4804
Indigo,2019-06-24,Chennai,Kolkata,19:35:00,21:55:00,140,0,No info,3597
Air India,2019-03-03,Banglore,New Delhi,17:00:00,19:45:00,165,0,No info,19508
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,21:05:00,1685,1 ,No info,14151
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,19:00:00,1530,1 ,In-flight meal not included,12373
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,19:00:00,540,1 ,No info,10197
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,01:30:00,750,1 ,No info,7723
Spicejet,2019-05-15,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3573
Air India,2019-06-12,Kolkata,Banglore,09:10:00,04:40:00,1170,2 ,No info,6117
Goair,2019-04-03,Banglore,Delhi,07:45:00,10:40:00,175,0,No info,4239
Multiple Carriers,2019-06-09,Delhi,Cochin,09:00:00,21:00:00,720,1 ,No info,7408
Indigo,2019-06-15,Delhi,Cochin,07:30:00,21:00:00,810,1 ,No info,6093
Goair,2019-05-15,Banglore,Delhi,11:40:00,14:30:00,170,0,No info,3398
Indigo,2019-04-21,Delhi,Cochin,02:00:00,07:25:00,325,1 ,No info,5636
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,10:05:00,775,1 ,In-flight meal not included,8586
Goair,2019-06-18,Banglore,Delhi,20:55:00,23:40:00,165,0,No info,3419
Air India,2019-03-06,Mumbai,Hyderabad,05:55:00,22:00:00,965,1 ,No info,10366
Indigo,2019-04-21,Banglore,Delhi,04:00:00,06:50:00,170,0,No info,4423
Air India,2019-06-09,Kolkata,Banglore,09:50:00,21:05:00,675,1 ,No info,7662
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,23:35:00,425,1 ,In-flight meal not included,10844
Indigo,2019-06-27,Banglore,Delhi,16:55:00,19:55:00,180,0,No info,4823
Multiple Carriers,2019-03-27,Delhi,Cochin,07:05:00,13:20:00,375,1 ,No info,12537
Multiple Carriers,2019-05-09,Delhi,Cochin,06:00:00,21:00:00,900,1 ,No info,7670
Spicejet,2019-03-21,Banglore,New Delhi,09:35:00,12:30:00,175,0,No check-in baggage included,4839
Jet Airways,2019-06-06,Delhi,Cochin,11:45:00,04:25:00,1000,2 ,In-flight meal not included,11992
Air India,2019-05-24,Kolkata,Banglore,10:00:00,20:25:00,625,1 ,No info,10413
Spicejet,2019-04-03,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,3919
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,09:20:00,1610,1 ,In-flight meal not included,9663
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,08:15:00,735,1 ,No info,14388
Jet Airways,2019-05-06,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4995
Jet Airways,2019-06-12,Delhi,Cochin,09:00:00,12:35:00,1655,1 ,In-flight meal not included,10262
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,22:35:00,365,1 ,In-flight meal not included,10844
Jet Airways,2019-06-12,Delhi,Cochin,11:45:00,12:35:00,1490,2 ,No info,13882
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,09:20:00,1610,1 ,No info,14178
Air Asia,2019-05-06,Kolkata,Banglore,07:35:00,23:30:00,955,1 ,No info,5192
Indigo,2019-03-24,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No info,3175
Air Asia,2019-04-18,Kolkata,Banglore,22:50:00,01:20:00,150,0,No info,4409
Indigo,2019-05-27,Banglore,Delhi,01:30:00,04:15:00,165,0,No info,3419
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,20:45:00,1415,1 ,In-flight meal not included,10844
Air India,2019-04-06,Delhi,Cochin,05:10:00,08:00:00,170,0,No info,4729
Air India,2019-06-27,Delhi,Cochin,07:00:00,19:15:00,735,1 ,No info,8669
Air India,2019-05-27,Delhi,Cochin,18:05:00,21:10:00,185,0,No info,6094
Indigo,2019-05-15,Delhi,Cochin,17:30:00,01:30:00,480,1 ,No info,6979
Multiple Carriers,2019-05-27,Delhi,Cochin,17:30:00,01:30:00,480,1 ,No info,13377
Multiple Carriers,2019-03-21,Delhi,Cochin,11:30:00,18:50:00,440,1 ,No info,11622
Indigo,2019-06-27,Delhi,Cochin,07:15:00,12:30:00,315,1 ,No info,6582
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,23:35:00,1630,1 ,No info,14151
Air Asia,2019-05-15,Kolkata,Banglore,22:50:00,01:20:00,150,0,No info,4107
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,09:15:00,980,1 ,No info,14231
Multiple Carriers,2019-06-12,Delhi,Cochin,06:00:00,19:00:00,780,1 ,No info,11789
Spicejet,2019-06-01,Kolkata,Banglore,17:10:00,19:40:00,150,0,No info,4174
Multiple Carriers,2019-06-27,Delhi,Cochin,08:00:00,21:00:00,780,1 ,No info,7408
Air India,2019-03-12,Banglore,New Delhi,08:50:00,23:15:00,865,1 ,No info,12127
Air India,2019-06-06,Delhi,Cochin,18:45:00,19:15:00,1470,2 ,No info,13465
Indigo,2019-05-27,Banglore,Delhi,06:05:00,08:50:00,165,0,No info,4423
Indigo,2019-05-24,Chennai,Kolkata,14:45:00,17:05:00,140,0,No info,3858
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,16:20:00,475,1 ,No info,13759
Jet Airways,2019-06-03,Delhi,Cochin,16:00:00,19:00:00,1620,1 ,In-flight meal not included,10262
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,09:15:00,725,1 ,No info,14231
Indigo,2019-05-27,Delhi,Cochin,23:30:00,04:35:00,305,1 ,No info,9476
Air India,2019-03-15,Banglore,New Delhi,17:00:00,22:55:00,1795,2 ,No info,8534
Indigo,2019-06-03,Delhi,Cochin,17:05:00,22:25:00,320,1 ,No info,6493
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,12:00:00,1655,1 ,In-flight meal not included,10031
Multiple Carriers,2019-06-12,Delhi,Cochin,09:15:00,19:00:00,585,1 ,No info,11622
Air India,2019-05-03,Chennai,Kolkata,11:40:00,13:55:00,135,0,No info,4667
Indigo,2019-04-01,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No info,2754
Jet Airways,2019-06-24,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4995
Air India,2019-06-12,Delhi,Cochin,20:30:00,23:00:00,1590,1 ,No info,8907
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,22:35:00,1595,1 ,In-flight meal not included,10844
Spicejet,2019-06-09,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Spicejet,2019-06-18,Chennai,Kolkata,17:45:00,20:05:00,140,0,No info,3597
Jet Airways,2019-05-06,Kolkata,Banglore,16:30:00,04:40:00,730,1 ,In-flight meal not included,8586
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,04:40:00,1330,1 ,No info,12739
Air India,2019-03-09,Delhi,Cochin,18:30:00,19:15:00,1485,2 ,No info,18211
Indigo,2019-05-01,Kolkata,Banglore,15:30:00,18:05:00,155,0,No info,4804
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,08:15:00,735,1 ,No info,13044
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,10:45:00,1065,1 ,No info,9922
Multiple Carriers,2019-03-21,Delhi,Cochin,06:00:00,15:30:00,570,1 ,No info,11269
Multiple Carriers,2019-06-01,Delhi,Cochin,11:40:00,19:15:00,455,1 ,No info,10261
Indigo,2019-05-01,Delhi,Cochin,18:35:00,01:30:00,415,1 ,No info,8854
Indigo,2019-04-27,Kolkata,Banglore,04:40:00,07:15:00,155,0,No info,4804
Indigo,2019-03-03,Delhi,Cochin,10:45:00,01:35:00,890,1 ,No info,14871
Air India,2019-05-27,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No info,3100
Jet Airways,2019-03-01,Banglore,New Delhi,05:45:00,15:15:00,570,1 ,No info,26890
Multiple Carriers,2019-03-03,Delhi,Cochin,11:35:00,21:00:00,565,3 ,No info,21829
Multiple Carriers,2019-06-12,Delhi,Cochin,15:15:00,01:30:00,615,1 ,No info,6795
Air India,2019-06-12,Kolkata,Banglore,10:00:00,05:25:00,1165,2 ,No info,13532
Indigo,2019-06-06,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No info,4049
Vistara,2019-03-03,Banglore,New Delhi,21:10:00,00:05:00,175,0,No info,7608
Air India,2019-03-03,Banglore,New Delhi,12:00:00,10:35:00,1355,3 ,No info,12358
Goair,2019-04-27,Banglore,Delhi,20:55:00,23:40:00,165,0,No info,3898
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,04:40:00,585,1 ,No info,14178
Multiple Carriers,2019-05-27,Delhi,Cochin,07:10:00,22:30:00,920,1 ,No info,7878
Jet Airways,2019-06-06,Delhi,Cochin,18:15:00,04:25:00,610,1 ,In-flight meal not included,10262
Jet Airways,2019-06-01,Delhi,Cochin,20:00:00,04:25:00,505,2 ,No info,16263
Jet Airways,2019-03-15,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4160
Indigo,2019-03-09,Delhi,Cochin,02:05:00,07:10:00,305,1 ,No info,10482
Goair,2019-06-03,Banglore,Delhi,20:55:00,23:40:00,165,0,No info,3419
Multiple Carriers,2019-06-01,Delhi,Cochin,04:55:00,19:00:00,845,1 ,No info,11098
Jet Airways,2019-04-06,Delhi,Cochin,22:50:00,12:35:00,825,1 ,In-flight meal not included,5177
Indigo,2019-06-18,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,3943
Air India,2019-04-01,Kolkata,Banglore,14:35:00,15:20:00,1485,1 ,No info,5006
Indigo,2019-05-09,Banglore,Delhi,10:10:00,13:00:00,170,0,No info,3943
Air Asia,2019-03-03,Kolkata,Banglore,19:35:00,22:05:00,150,0,No info,5964
Air India,2019-03-03,Delhi,Cochin,21:30:00,19:15:00,1305,2 ,No info,12287
Spicejet,2019-05-21,Delhi,Cochin,08:45:00,13:15:00,270,1 ,No check-in baggage included,5158
